id,reviewed_status,evidence_and_disposition,work_item,verification_state
V9-0987,合理例外,來源包含領域目標、特定操作方式或精確縮放／檔案語意，保留原生 help／AX 文字；逐項理由見 docs/v9-freeze/review-accessibility-domain-text.md。,docs/work-items/v9-frozen-inventory.md,來源文字及相鄰控制已核對；實際 hover／VoiceOver 待驗收
V9-0988,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0989,已共用,"V9.1as 原字形由 SailuneSymbol.mapStack 提供；功能、文字與位置不變。原命中：systemName: ""square.stack.3d.up""",docs/work-items/v9.1as-frozen-symbol-groups.md,固定 ID、原字形與主機無簽章 macOS Debug build、git diff --check 通過；Light／Dark／VoiceOver 待驗收
V9-0990,已共用,V9.1ax 固定重複描述「管理地圖」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-0991,已共用,V9.1ax 固定重複描述「管理地圖」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-0992,合理例外,地圖標記的 mappin；與只建立日期節點及重新定位的圖標不同。 目前凍結清單沒有同一語意的第二個呼叫點，不為單一用途新增共用 key；若日後出現同義功能另版本再審。,docs/work-items/v9-frozen-inventory.md,來源語意已核對；實際字形／Light／Dark／VoiceOver 待驗收
V9-0993,已共用,V9.1ax 固定重複描述「輸入座標」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-0994,已共用,V9.1ax 固定重複描述「輸入座標」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-0995,已共用,V9.1av 已把原色值來源改讀 SailuneTheme.windowSurface，保留原 shape、opacity 與層級；雙重 regex ID 指向同一色值表達式時共同標記。,docs/work-items/v9.1av-frozen-surfaces.md,21 個現行來源、原色值、無簽章 macOS Debug build 與 git diff --check 通過；Light／Dark／hover 實際畫面待驗收
V9-0996,已共用,V9.1av 已把原色值來源改讀 SailuneTheme.windowSurface，保留原 shape、opacity 與層級；雙重 regex ID 指向同一色值表達式時共同標記。,docs/work-items/v9.1av-frozen-surfaces.md,21 個現行來源、原色值、無簽章 macOS Debug build 與 git diff --check 通過；Light／Dark／hover 實際畫面待驗收
V9-0997,已共用,V9.1av 已把原色值來源改讀 SailuneTheme.windowSurface，保留原 shape、opacity 與層級；雙重 regex ID 指向同一色值表達式時共同標記。,docs/work-items/v9.1av-frozen-surfaces.md,21 個現行來源、原色值、無簽章 macOS Debug build 與 git diff --check 通過；Light／Dark／hover 實際畫面待驗收
V9-0998,合理例外,內容型系統 sheet 承載此領域編輯流程；不與刪除／錯誤提示共用資料 action，仍需核對取消與焦點。 凍結來源：.sheet(item: $markerDraft) { draft in,docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-0999,合理例外,內容型系統 sheet 承載此領域編輯流程；不與刪除／錯誤提示共用資料 action，仍需核對取消與焦點。 凍結來源：.sheet(isPresented: $isManagingMaps) {,docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-1000,合理例外,內容型系統 sheet 承載此領域編輯流程；不與刪除／錯誤提示共用資料 action，仍需核對取消與焦點。 凍結來源：.sheet(isPresented: $isManagingVersions) {,docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-1001,待共用,"錯誤或結果 alert 候選；需核對同類標題、詳細訊息、確認按鈕與錯誤出口後決定共用呈現外殼。 凍結來源：.alert(""地圖處理失敗"", isPresented: Binding(",docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-1002,合理例外,"原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge, role: .cancel) { errorMessage = nil }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1003,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1004,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：errorMessage = error.localizedDescription,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1005,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：if (error as NSError).code != NSUserCancelledError { errorMessage = error.localizedDescription },docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1006,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：pdfData = nil errorMessage = error.localizedDescription,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1007,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：} catch { errorMessage = error.localizedDescription },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1008,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：errorMessage = error.localizedDescription,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1009,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：catch { errorMessage = error.localizedDescription },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1010,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：} catch { errorMessage = error.localizedDescription },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1011,合理例外,描述依目前資料或狀態即時組成；不能以固定通用動作文字取代，需核對可讀性及對象。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1012,待共用,原生 .plain 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-1013,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1014,合理例外,"地圖座標／標記上的白色標籤背板，兩個透明度對應不同背景可讀性。 來源：.background(Color.white.opacity(0.9), in: RoundedRectangle(cornerRadius: 4))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1015,合理例外,"地圖座標／標記上的白色標籤背板，兩個透明度對應不同背景可讀性。 來源：.background(Color.white.opacity(0.82), in: RoundedRectangle(cornerRadius: 4))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-1016,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1017,合理例外,數值／日期欄具寬度、數字過濾或格式化契約；不改用一般文字欄位。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-1018,合理例外,數值／日期欄具寬度、數字過濾或格式化契約；不改用一般文字欄位。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-1019,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1020,合理例外,地圖標記編輯的地點名稱有 FocusState 與 onSubmit(save)；保留專用提交與原生樣式。 此例外只涵蓋欄位共用外殼，首行／focus GUI 仍依驗收清單檢查。,docs/work-items/v9-frozen-inventory.md,來源欄位與父容器契約已核對；CJK／focus／首行 GUI 待驗收
V9-1021,合理例外,地圖標記編輯的地點類型與名稱同屬原生 sheet 表單，無一般圓角欄契約。 此例外只涵蓋欄位共用外殼，首行／focus GUI 仍依驗收清單檢查。,docs/work-items/v9-frozen-inventory.md,來源欄位與父容器契約已核對；CJK／focus／首行 GUI 待驗收
V9-1022,合理例外,來源以 SwiftUI 原生 Button 的標題參數承載文字或文字加圖標；保留原生角色／焦點／可用狀態，文案與圖標分別由固定 copy／symbol ID 審核，不為此控制另造相同 Button 外殼。來源：Button(destinationTitle) {,docs/work-items/v9-frozen-inventory.md,來源原生標題按鈕已核對；位置／實際 hit-test／鍵盤與 Light／Dark 待驗收
V9-1023,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：navigationError = error.localizedDescription,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-1024,合理例外,"來源以 SwiftUI 原生 Button 的標題參數承載文字或文字加圖標；保留原生角色／焦點／可用狀態，文案與圖標分別由固定 copy／symbol ID 審核，不為此控制另造相同 Button 外殼。來源：Button(""刪除地點"", role: .destructive) {",docs/work-items/v9-frozen-inventory.md,來源原生標題按鈕已核對；位置／實際 hit-test／鍵盤與 Light／Dark 待驗收
V9-1025,已共用,"V9.1ao 已依凍結 ID 將原操作標題接至 SailuneActionCopy，原繁體中文值、closure、role、style 及圖標不變；現行來源：Button(SailuneActionCopy.deletePlace, role: .destructive) {",docs/work-items/v9.1ao-repeated-action-copy.md,65 個固定 ID 靜態核對、String Catalog JSON 及主機無簽章 Debug build 通過；GUI／VoiceOver 待驗收
V9-1026,合理例外,目前固定清單中僅此處使用的領域文案「前往地點設定」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1027,合理例外,前往地點設定的開啟方向圖標；不同於返回或列導覽。 目前凍結清單沒有同一語意的第二個呼叫點，不為單一用途新增共用 key；若日後出現同義功能另版本再審。,docs/work-items/v9-frozen-inventory.md,來源語意已核對；實際字形／Light／Dark／VoiceOver 待驗收
V9-1028,合理例外,"原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.cancel, role: .cancel) { dismiss() }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
